class_id,title,description
4,"Pinecone-Inspired ""Smart"" Clothes Expand, Contract",Smart clothing that adjusts to body temperature and moisture is being developed by British researchers. Their inspiration: pine cones.
4,"QuickTime, RealPlayer Patch Security Holes","Flaws in media players could automatically download malicious code, let hackers in."
4,Technology ; Four Charged In Microsoft Thefts,"The software the four are accused of stealing included the SQL Server 2000, which normally sells for \$15,000, and the SQL Enterprise Server 7.0, which sells for \$29,000."
3,Judge Challenges EU Position on Microsoft," LUXEMBOURG (Reuters) - A top European Union judge  challenged the EU executive's reasoning in its antitrust court  battle with Microsoft Corp. on Friday, questioning why it  opposed the U.S. software giant's setting industry standards."
3,Google Treads on Microsoft's Turf,"Best known for its popular search engine, Google is rapidly rolling out new products and muscling into Microsoft's stronghold: the computer desktop. The competition means consumers get more choices and better products."
3,Strength of global recovery in question - Gordon Brown,"A mixture of problems including sharp currency fluctuations has led to uncertainty about how strong and durable the world recovery will prove, British finance minister Gordon Brown said yesterday."
4,Exploring Venus: The Hothouse Planet,"Before spaceprobes could photograph Venus up close, the second planet from the Sun was often compared to a sister world, much like the Earth. Planetary scientist, David Grinspoon, discusses with Astrobiology Magazine how that view evolved to consider the extremes encountered on the Venusian surface."
2,Clijsters expected to miss Aussie Open,"Melbourne, Australia (Sports Network) - Former world No. 1 Kim Clijsters continues to recover from a wrist injury and is not expected to play in next month #39;s Australian Open."
1,Iliescu Admits Romania's Role in the Holocaust," BUCHAREST (Reuters) - President Ion Iliescu on Tuesday  admitted Romania's complicity in the Holocaust, ending decades  of denial that hundreds of thousands of Jews were killed in the  country when it was an ally of Nazi Germany."
3,Allianz Says Trade Center Ruling May Cost It Up to 80 Mln Euros,"Allianz AG, Europe #39;s largest insurer, said a New York court ruling that defined the World Trade Center terrorist attacks as two separate events may cost it as much as 80 million euros (\$107.6 million)."
1,Three Palestinians die in Gaza Strip,Palestinian sources reported early Saturday that a civilian died of wounds he sustained earlier when Israeli forces raided Khan Younis city a week ago.
3,Update 3: Tokyo Stocks End Lower on UFJ Probe,Tokyo stocks dipped Friday as investors sold bank shares after Japanese authorities began a criminal investigation into UFJ Holding Inc.
2,Neville Calls for  #39;Ruthless Streak #39;,Gary Neville congratulated his Manchester United team-mates on their second successive three-goal Barclays Premiership win - but then told them Chelsea and Arsenal will not start 
2,Pacers #39; O #39;Neal might head to injured list,The Indianapolis Star reported Friday that All-Star forward Jermaine O #39;Neal likely will be placed on the injured list due to a strained ligament in his left foot.
2,"Rewind: Giants vs. Dodgers, Game #2","Jim Tracy and the Los Angeles Dodgers would not allow Barry Bonds to beat them on Friday night, even to the chagrin of Eric Gagne."
3,Opec in no hurry to cut quota,"LONDON - Despite a recent plunge in oil prices, Opec producers appear to be in no rush to cut output quotas and markets expect the taps to be left wide open when ministers meet in Cairo this week."
1,Arafat: a survivor of many close encounters,"Ramallah, West Bank - Yasser Arafat, fighting for his life in a Paris hospital, has cheated death on several fronts during a 40-year career as the symbol of the struggle for Palestinian statehood."
2,Robinson hails Hodgson heroics,Charlie Hodgson #39;s record-equalling performance against South Africa was praised by coach Andy Robinson after the Sale flyhalf scored 27 points in England #39;s 32-16 victory here at Twickenham on Saturday.
4,Pitcairn,"By now, most people will have heard of the rather sordid tale of the Pitcairn Islands. For those who haven't, it is a tale of sex, scandals, infamy, mutineers, fights for survival and all sorts of other stuff that tabloid newspapers love."
4,Why The Open-Source Model Can Work In India (TechWeb),TechWeb - An Indian Institute of Technology professor--and open-source evangelist--discusses the role of Linux and open source in India.
4,eBay to clean up racial slurs,Madison City Councilwoman Cynthia McCollum played a key role in the National League of Cities #39; negotiations with eBay to limit the use of racially derogatory words on listings on eBay #39;s Web site.
3,Wal-Mart Will Allow Unions in China (Reuters),"Reuters - Wal-Mart Stores Inc., the world's\biggest retailer, gave ground to Chinese pressure Tuesday and\said it would allow its workers to set up a trade union."
1,House Nears Vote on Bill Overhauling Intelligence,"After more than two weeks of delay, the G.O.P.-controlled House planned a final vote on the package late today."
3,"Singapore, Sri Lanka Conclude Agreement",Singapore and Sri Lanka concluded an  quot;open skies quot; agreement Tuesday allowing airlines to increase flights between the two nations.
3,First US commercial flight to Vietnam since fall of Saigon takes &lt;b&gt;...&lt;/b&gt;,SAN FRANCISCO (AFP) - A United Airlines jumbo jet took off from San Francisco at the start of the historic first US commercial flight to Vietnam since the fall of Saigon nearly 30 years ago.
3,Dollar Edges Higher as Greenspan Awaited,The dollar posted modest gains on Wednesday as investors awaited comments from the Federal Reserve chief that are expected to point to further rises in US interest rates this year.
3,Appliance sales give Sears an Oct. surprise,"Sears Roebuck and Co. surprised naysayers Thursday by reporting a sales gain in October, the first in six months. Sales at stores open at least a year rose 1.9 percent versus a year ago, largely on the strength "
1,Colombia Says It's Winning Vs. Rebels (AP),"AP - The Colombian government is winning in its offensive against Marxist rebels in their jungle strongholds, the country's new army chief said Thursday."
2,Phillip Island shapes as star #39;s crowning glory,ITALIAN superstar Valentino Rossi could wrap up his fourth consecutive championship in the premier motorcycle class at Phillip Island this weekend.
1,U.S. Launches Fresh Assault on Sadr Forces in Najaf," NAJAF, Iraq (Reuters) - U.S. forces launched a fresh  assault on Shi'ite rebels in the embattled Iraqi city of Najaf  on Sunday after talks on transferring control of the mosque at  the center of a two-week siege ran into difficulties."
3,How Much Hollywood For Comcast?,"In a first-of-its kind deal, Comcast (Quote, Chart) has struck a broad content distribution pact with Sony Pictures that includes plans to expand its video-on-demand (define) menu."
2,Decision over Liverpool Groundshare Due,Liverpool and Everton will decide by the end of this month whether the two clubs can share a ground - but the obstacles to such an arrangement continue to look insurmountable.
2,"Isiah Thomas Speaks, and Declares Support for Houston","Isiah Thomas emerged from the Madison Square Garden shadows yesterday morning, gushed about his team #39;s break-even pace and swatted away the trade rumors that have chased the Knicks through the first quarter of the season."
1,"U.S., Iraqi Troops Storm Rebel Haven","U.S. and Iraqi troops surged into the rebel-controlled city of Samarra Friday, killing more than 90 insurgents in house-to-house combat supported by airstrikes and armor."
4,S. Korea Claims North Has 600 Computer Hackers,"Communist North Korea is believed to have trained up to 600 computer hackers to launch cyberattacks against countries such as the United States and South Korea, according to South Korea's Defense Ministry."
2,Beasley Leads PSV to Another Shutout Win (AP),AP - U.S. midfielder DaMarcus Beasley scored a goal Sunday to help lead PSV Eindhoven past Vitesse Arnhem 2-0 in the Dutch league  #151; the 10th straight shutout for unbeaten PSV.
1,US condemned over prison abuses,An Amnesty International report criticises the US over its treatment of prisoners during the war on terror.
2,Bellevue dominates dream matchup against De La Salle,"At almost noon yesterday, the Bellevue High School linebacker was just waking up from a deep slumber, the kind a body dives into after extreme physical exertion."
4,Tech Briefs,"The United Kingdom #39;s Advertising Standards Authority, a self-regulating agency for the advertising industry, upheld complaints alleging that a Microsoft Corp."
4,IXI MOBILE JOINS FORCES WITH AT amp;T WIRELESS TO LAUNCH OGOT,"Redwood City, CA, 28 September 2004 - IXI Mobile and its IXI-Connect OS software have been selected by AT amp;T Wireless for Ogo, AT amp;T Wireless #39; hip, new mobile messaging device."
4,SAP to increase focus on business intelligence ,SAP plans to expand its focus on business intelligence (BI) software over the next year.
4,Saturn #39;s Titan presents  #39;alien #39; traits,"PASADENA, Calif. - After the Cassini spacecraft #39;s close-up photography and radar imaging of Saturn #39;s largest moon, the first parting of its veil of dense smog, scientists know this much for sure about Titan "
4,EDS forms alliance to challenge IBM's Global Services business,"EDS on Monday announced the formation of the EDS Agility Alliance with industry heavyweights Cisco, Dell, EMC, Microsoft, Sun Microsystems, and Xerox. The partnership will be the foundation for EDS' efforts to regain momentum in the services business, where it has lost ground to challengers such as IBM's Global Services unit."
2,Flawed Offense Dragging Down Bills (AP),"AP - When he's not getting sacked, Drew Bledsoe's throwing interceptions, or his receivers are dropping passes. The Buffalo Bills' running attack is no better. Neither Willis McGahee nor Travis Henry have scored a touchdown this season."
2,"Clemens Perseveres, Astros Top Braves 9-3 (AP)","AP - Roger Clemens and the powerful Houston lineup made sure the Astros got off to a good start in their quest to finally win a playoff series. While Clemens continually pitched out of trouble, Brad Ausmus, Lance Berkman, Carlos Beltran and Jason Lane homered for the Astros to lead a 9-3 rout of the Atlanta Braves in Game 1 of their NL division series Wednesday."
1,Wis. Peace Activists Shy From Nader," LUCK, Wis. -- A small but zealous group of antiwar activists in a pacifist commune called Anathoth in this lakeside speck near the Minnesota border say that four years ago, they gave presidential candidate Ralph Nader all five of their votes."
2,Obsession; and Fury,Dennis Lillee is in little doubt. The India-Australia four-match Test series which begins at Bangalore tomorrow  quot;amounts to a world championship contest quot;.
4,Rising Fuel Prices Boost Renewable Energy (AP),"AP - With oil reaching a record-high  #36;54 a barrel and natural gas doubling in price in the last two years, renewable energy is looking a lot better  #151; not just on environmental merits but on price."
4,Airport Uses Web-Based Flight Info System (AP),"AP - Fresno's airport is the first in the nation to use a Web-based wireless system that relies on radar  #151; not the carriers  #151; for the flight information displayed in its terminals, airport officials said."
2,Harland sprints in for bronze,"Trailing in 14th position before the final discipline - a three kilometre run - Harland, world No.1, made up 49 seconds on her nearest rival to snatch the bronze medal in dramatic circumstances."
2,Mayfield in Chase with win,"Smart pit strategy puts Jeremy Mayfield in the driver #39;s seat, while other contenders drop out. By BRANT JAMES, Times Staff Writer."
1,Militants threaten to kill Turk hostage ,"CAIRO -- Iraqi militants threatened to behead a Turkish truck driver if his company and the Kuwaiti contractor it works for did not stop their operations in Iraq within 48 hours, according to a videotape aired on Arab television yesterday."
1,Bush faces critical test in second debate (AFP),"AFP - US President George W. Bush's re-election bid, buffeted by bad news on the economy and Iraq, faced a crucial test Friday as he headed into a second debate with resurgent Democratic challenger John Kerry."
3,Warner Chilcott Backs 1.6BN Takeover,Drugs group Warner Chilcott today gave its blessing to a 1.62 billion takeover by a private equity consortium. Directors of Warner announced they were recommending an 
1,Syria frees political detainees,It is reported to be the biggest single amnesty for three years. The official Sana news agency said it was part of an  quot;open and tolerant policy quot;.
3,"Dollar Soft Pedals, Waits on Greenspan", LONDON (Reuters) - The dollar eased further off last week's  highs on the euro and yen on Tuesday as the market awaited a  speech by Federal Reserve chief Alan Greenspan which was  expected to confirm a measured pace of interest rate rises.
3,Treasuries Fall on Prospect of More Hikes, NEW YORK (Reuters) - U.S. Treasury prices fell on Wednesday  after the Federal Reserve raised interest rates and suggested  in its post-meeting statement that further tightening was  likely.
3,Opec #39;s new cash pile,"THE rise in the price of crude oil over the last several months has brought the 11 members of Opec an unprecedented windfall, so much so it has revealed some cracks within what was supposedly the cartel #39;s public unity on prices."
3,Martha Stewart Asks to Get Jail Over With," NEW YORK (Reuters) - Homemaking icon Martha Stewart on  Wednesday said she wants to start serving her jail sentence for  lying about a suspicious stock sale as soon as possible, so she  can put her ""nightmare"" behind her and be home in time to plant  her garden for spring."
1,Mo.-Based Charity Denies Terror Support (AP),AP - The attorney for an Islamic charity whose office was searched by FBI agents last week says the charity has no ties to global terrorism or to a Sudanese group with a similar name that is under federal investigation.
2,San Francisco Giants Team Report - October 2,"(Sports Network) - The San Francisco Giants not only have wild card apsirations, but they can possibly win the NL West. San Francisco will play the middle contest of a three-game series versus the Los Angeles Dodgers today in southern California."
2,Bears hold on for 28-27 win,"For a memorable moment, Oregon senior wide receiver Keith Allen held the fate of 4th-ranked California #39;s Rose Bowl hopes in his hands along with a perfectly thrown spiral from Ducks quarterback Kellen Clemens."
4,Apple #39;s iMac G5 debuts as world #39;s thinnest desktop,"Software giant Apple Computer has unveiled its new iMac desktop computer, which integrates all disk drives and processors into a flat display."
3,New home sales rise,"The US Commerce Department said Wednesday sales of new homes rose 3.5 percent in September to a 1.206 million annual rate, the third-highest pace on record."
2,Mourning sees 1st post-transplant time,"Alonzo Mourning played for the New Jersey Nets on Thursday for first time since a kidney transplant in December. Mourning, 34, finished with 12 points and five rebounds in 19 minutes in the Nets #39; 96-94 victory over Philadelphia."
4,Much ado about Bard #39;s texts online,"William Shakespeare, the Warwickshire wordsmith, was paid a posthumous compliment this week, when the British Library made available 21 of his works on the Internet."
2,KING #39;S IDEA: A TOURNAMENT,The ballroom at Mandalay Bay was decorated late Saturday night for an elaborate post-fight conference where Vitali Klitschko was to celebrate his eighth-round technical knockout over Danny Williams.
3,AT amp;T Wireless Sells Dedicated Messaging Device,"AT amp;T Wireless Services Inc. AWE.N launches a mobile e-mail and messaging device without voice service on Monday, aiming to use a low price to tempt young consumers."
4,Best antivirus software for 2005,"Viruses and worms just keep getting smarter and more devious. While the best defense is not opening e-mail attachments, you still need a solid antivirus program."
3,No more late fees at Blockbuster in 2005,Continued pressure from rival Netflix is obliging Blockbuster to stop charging late fees. This could remove up to \$300M in revenues per year.
4,Google Gets Froogle with UK Shoppers,Cosmos Nicolaou said Froogle #39;s UK intro is part of the company #39;s plan to actively pursue overseas expansion.  quot;As Google continues to explore opportunities to bring more of the world #39;s information 
2,College Basketball Wrap: Okla. State Vs UAB," STILLWATER, Okla. (Sports Network) - Joey Graham scored 20  points and grabbed seven rebounds to lead fifth-ranked Oklahoma  State to an 86-73 win over Alabama-Birmingham at Gallagher-Iba  Arena."
2,Hewitt feels invincible,A FIRED-UP Lleyton Hewitt is charging into the first round of the US Open on the back of another tournament win yesterday. After a 6-3 6-1 victory against Peruvian Luis Horna in the TD Waterhouse Cup final 
1,Terror Leader Said Plotted Spain Attack (AP),"AP - The suspected leader of a Muslim cell plotted to devastate Spain with a suicide bombing that would kill senior judges and destroy case files at a court that serves as a center for investigating Islamic terror, officials said Wednesday."
3,"To better compete with Netflix, Blockbuster is dropping its late &lt;b&gt;...&lt;/b&gt;",The movie-rental company said Tuesday it will drop late fees for games and movies starting Jan. 1 - a positive move as seen by customers at the Blockbuster on Westheimer in Montrose.
4,Dogs Are Able to Sniff Out Cancer,It has long been suspected that man's best friend has a special ability to sense when something is wrong with us. Now the first experiment to verify that scientifically has demonstrated that dogs are able to smell cancer.
1,Iraqis suspect executed soldiers were set up,Iraqi officials suspect that 50 US trained Iraqi soldiers murdered by insurgents - many of them execution-style -ay have been set up by rebel infiltrators in their ranks.
1,At Least 60 Deaths Caused by Hurricane Ivan,"UPDATE, SUN 9PM: More than a million people have left their homes in Cuba, as Hurricane Ivan approaches. The ferocious storm is headed that way, after ripping through the Cayman Islands, tearing off roofs, flooding homes and causing general havoc."
4,Technology ; Napster creator unveils online music technology,"After registering music and copyright information in Snocap #39;s database, labels and artists can manage online distribution through Snocap #39;s copyright management system, which lets them set rules for each track on a global basis."
4,Update: California lawmakers rip handling of data theft at university,Four California legislators want the the state's Department of Social Services to take more aggressive steps in notifying 1.4 million residents that their personal information may have been stolen by hackers.
1,Powell Reaffirms Commitment of U.S. Aid (AP),"AP - Ahead of his firsthand look at the tsunami's devastation, Secretary of State Colin Powell said Sunday the United States has responded appropriately to what he called one of the world's greatest catastrophes."
3,S.E.C Probes Chiron Over Flu Shot Shortage,The S.E.C. has launched an informal inquiry into how Chiron handled the disclosure of vaccine-manufacturing problems that caused the nation's flu shot crisis.
1,Militants Hold Out in Najaf,"Explosions and gunfire shook Najaf on Monday amid fierce battles between US forces and Shiite militants, who remained in control of a revered shrine here as negotiations "
3,U.S. Company Hiring Seen Up from Year Ago," NEW YORK (Reuters) - The pace of hiring for U.S. companies  in the fourth quarter is expected to be consistent with the  solid employment activity of the past six months, and much  improved from a year ago, according to Manpower Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MAN.N target=/stocks/quickinfo/fullquote""&gt;MAN.N&lt;/A&gt;."
2,New England turns back Colts,"Tom Brady threw three touchdown passes, and the New England Patriots opened defense of their second NFL title in three years with a 27-24 victory over the Indianapolis Colts on Thursday night."
1,Dangerfield in Coma After Heart Surgery,"LOS ANGELES - Rodney Dangerfield has been in a coma for a couple of weeks after undergoing heart surgery, but has begun to show some awareness, his wife said Monday.    The 82-year-old comedian was stable and had been breathing on his own for 24 hours, Joan Dangerfield said in a statement released by the comic's publicist, Kevin Sasaki..."
2,Soccer coach Tom Fitzgerald killed in accident,"TAMPA, Fla. Soccer coach Tom Fitzgerald has died after a motorcycle accident in Tampa, Florida. He was 53. Fitzgerald coached the University of Tampa to the NCAA Division Two soccer championship in 1994, then led UCLA to the Division One title in 2002."
4,Supreme Court Asked to Rule on Cable-Modem Classification,"The federal government on Friday asked the US Supreme Court to review a court ruling which found the FCC improperly classified cable-modem service, a subject of interest to Internet service providers seeking access to the broadband networks controlled by "
2,Curbishley: Our defence saved us,Charlton boss Alan Curbishley praised his defence for keeping a resilient Southampton team to a 0-0 draw at The Valley on Monday evening.
1,U.S. Thinks Explosives Vanished in Spring '03,"Pentagon officials have identified the period during which nearly 400 tons of powerful explosives from an Iraqi military facility vanished, leading to speculation over should claim responsibility for the disappearance."
3,Hard calls whoever wins the White House,"NO ONE has any idea what will happen to stock markets this week because no one knows who will win the US election and, even if they did, they don #39;t know what a victory for either candidate would mean."
1,Kerry Promises Protection for Consumers (AP),"AP - With promises to curb credit card fees and protect home buyers and military families from unfair lending practices, Democratic candidate John Kerry is making a pitch aimed squarely at voters' checkbooks."
4,"All terror attacks use false passports, claims Interpol chief",Please buy my international lost and stolen database
2,"Down, but never out ","The bright lights are gone. So are the screaming fans, the TV cameras, and the curvaceous card girls tucked into high heels and bikinis. But the scars on Micky Ward's face -- those are forever."
1,"Sharon Allows 1,000 More Settler Homes in West Bank"," JERUSALEM (Reuters) - Prime Minister Ariel Sharon has  approved building tenders for 1,000 more Israeli settlement  homes in the occupied West Bank frozen earlier to avoid  upsetting the United States, political sources said on Tuesday."
4,HP Embraces Open Source as Well as Linux (Ziff Davis),Ziff Davis - HP's worldwide director of Linux marketing sees HP embracing open-source software and exploring the Linux desktop.
3,UK #39;s Brown Says No Agreement Reached on Poor Nations #39; Debt,"UK Chancellor of the Exchequer Gordon Brown said no deal has been reached on how to clear the debts of the world #39;s poorest nations, a debate that has divided the UK and US governments."
4,IETF knocks back Microsoft anti-spam plan,The Internet Engineering Task Force (IETF) has turned down Microsoft #39;s technical contribution to the Sender ID proposal. A combination of Microsoft #39;s Caller ID and a domain authentication scheme devised by 
4,Sender-ID Back from the Dead,"With the closure of IETF #39;s MARID group a month ago, many of us have left Microsoft #39;s Sender-ID standard for the dead. After being rejected by the Apache Foundation and the Debian Project over licensing issues "
1,Twelve Killed in Attack on U.S. Mission in Jeddah," JEDDAH, Saudi Arabia (Reuters) - Militants stormed the  heavily fortified U.S. consulate in Jeddah in a brazen raid  Monday and 12 people died in gunbattles before security forces  regained control."
2,Syracuse #39;s Edelin cleared to play by NCAA,"Syracuse, NY (Sports Network) - Syracuse junior point guard Billy Edelin has been granted the academic waiver petition by the NCAA, making him eligible to play immediately for the Orange."
3,Goldman Sachs Says Earnings Rose 23 for Quarter,"Goldman Sachs reported a 23 percent increase in earnings for the fourth quarter, driven by robust gains in investment banking, asset management and trading."
1,Islamic Leader Calls for Iraq Resistance (AP),"AP - In his most public support of militant Islamists, the leader of Egypt's outlawed Muslim Brotherhood on Wednesday called on Iraqis and Palestinians to step up their resistance against the United States and Israel."
4,NASA Searches Genesis Wreckage,"The day after the Genesis space capsule crashes in the Utah desert, NASA technicians comb through the wreckage hoping to salvage something from the \$264 million mission. Amit Asaravala reports from Salt Lake City."
3,Shell spends big to recoup  #39;lost #39; oil,Shell has pledged to spend more cash on finding oil and gas over the next three years as the world #39;s No.3 oil company admitted that its production was likely to be flat until 2009.
1,Vindication will rest in election,"In the 18 months since America declared victory in the war against Iraq, the contrast in military styles of the two pillars of the coalition could not be starker."
4,U.S. Pump Project May Be Linked to Quake (AP),"AP - A federal facility that pumps salty water 14,000 feet into the Earth's crust probably is associated with a magnitude 3.9 earthquake that struck the Utah-Colorado border this month, an official said."
2,MSA welcome British GP deal.,"The Motor Sports Association, the governing body of motorsport in the UK, has welcomed yesterday #39;s announcement that a deal has been agreed to keep the British Grand Prix at Silverstone for the next five years."
2,Afridi: No clear favourites,"Calcutta: Shahid Afridi felt that the Saturday one-dayer between the arch-rivals will be a close one with no clear favourites. Any team can win on the day, the Pakistani allrounder said at a city hotel on Thursday."
2,First-rate at second,"Just minutes after the Red Sox acquired him last December from the Rockies, Mark Bellhorn declared that he planned to wage an all-out effort to win the job as the starting second baseman. Little did he know the Sox would sign Pokey Reese a week later and all but hand Reese the job. And few observers seemed to believe that ..."
3,At least someone #39;s winning in this war,"News Item:  quot;The US Army has threatened to partially withhold payments to Halliburton due to allegations of overcharges for food, shelter and services. quot; ..."
2,Kerr #39;s career at crossroads,"WEST PALM BEACH - Cristie Kerr is about as good as any female golfer on the planet whose name isn #39;t Annika Sorenstam.  quot;I was born to do this, quot; Kerr said Sunday afternoon while walking across the parking "
4,"Novell #39;s Linux, Identity Services Initiative","Linux and identity management will be Novell #39;s biggest strengths, according to its chief executive Jack Messman. Messman told delegates at this year #39;s Novell Brainshare Europe event in Barcelona "
1,Arafat undergoes tests for leukaemia after flight to military &lt;b&gt;...&lt;/b&gt;,Yasser Arafat was undergoing tests for possible leukaemia at a military hospital outside Paris last night after being airlifted from his Ramallah headquarters to an anxious farewell from Palestinian well-wishers.
2,Lilly outduels Pedro,"Toronto, ON (Sports Network) - Ted Lilly threw a three-hit shutout with a career-high 13 strikeouts to lead the Toronto Blue Jays to a 3-0 victory over the Boston Red Sox at SkyDome."
2,Daly-Donofrio wins Tournament of Champions,"Heather Daly-Donofrio has fired a 2-under par 70 to win the \$US800,000 LPGA Tournament of Champions by four strokes over fellow American Laura Diaz in Alabama."
4,IBM lines up big daddies of Unix servers,"IBM plans to announce two new top-end Unix servers, sources familiar with its plans said, opening major new challenges to Sun and HP."
1,"Iraq Bombings Kill 35 Youths, Hurt Scores (AP)",AP - A string of bombs killed 35 children and wounded scores of others as U.S. troops handed out candy Thursday at a government-sponsored celebration to inaugurate a sewage plant. It was the largest death toll of children in any insurgent attack since the start of the Iraq conflict.
4,Context Specific Mirroring,"\\""Now, its not that I dont want to have this content here. Far from it. Ill\always post everything to somewhere on this site. I just want to treat each\individual posting as a single entity and place it in as fertile a set of beds\as possible. I want context specific mirroring. I want to be able to choose\multiple endpoints for a post, and publish to all of them with a single button\click.""\\"
3,"Court case an attempt to distract shareholders, says Harmony",Johannesburg - Harmony on Monday accused Gold Fields Limited of diverting attention from its own shortcomings by trying to stop a hostile take-over bid in the United States courts.
3,SBC gizmo saves time by checking time-saving gadgets,"In the old days, before so much time was eaten up by time-saving gadgets, you could check all your communications in one place -- your mailbox."
3,Celebrex Lifts Heart Attack Risk in Trial," NEW YORK (Reuters) - Pfizer Inc. on Friday said its popular  Celebrex arthritis drug more than doubled the risk of heart  attack in a large cancer-prevention trial, a setback that comes  just weeks after Merck   Co. recalled its similar Vioxx drug  due to heart safety risks."
1,"Martin says Canada ready to help train election workers, monitor vote in Iraq (Canadian Press)","Canadian Press - OTTAWA (CP) - The Canadian government is willing to smooth the way toward a national election in Iraq by helping to train officials there and monitor the voting process, say Prime Minister Paul Martin."
2,Porter deserved top coach honors last season,"Forget about Hubie Brown, Jerry Sloan and Larry Brown Terry Porter should have been last season #39;s Coach of the Year if only for getting the most out of the least."
4,Nokia Releases Newest Version Of SSL VPN (TechWeb),"TechWeb - New Secure Connector feature gives remote users secure network-level access, including access to business applications, data, and network services."
3,United Airlines to Cut Up to 825 Jobs," CHICAGO (Reuters) - UAL Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UALAQ.OB target=/stocks/quickinfo/fullquote""&gt;UALAQ.OB&lt;/A&gt;, parent of United  Airlines, on Friday said it would lay off up to 825 ramp and  customer service workers as the airline continues its fight to  emerge from bankruptcy."
3,Dollar Firm Vs Yen on Jobs News," TOKYO (Reuters) - The dollar stayed firm against other  major currencies on Monday, helped by U.S. jobs data, but  traders said it lacked momentum to advance strongly."
4,Tiny cousins,"The discovery of the skeletal remains of hobbit-size humans on a remote island in Indonesia has set anthropologists atwitter. The bones appear to belong to a new and unexpected species of humans, little more "
1,First Lady to Hail Bush on His Leadership (AP),"AP - Republican National Convention co-stars Laura Bush and Arnold Schwarzenegger commended President Bush to the country Tuesday for four more years in office, praising him for unflinching leadership in a time of national testing. ""I am so proud of the way George has led our country with strength and conviction"" in the war on terror, the first lady planned to say."
2,Notre Dame off to struggling start,"The Fighting Irish opened the season Saturday night with a 20-17 loss at Brigham Young, a performance that doesn #39;t give much hope for a turnaround season."
2,Surprise Greek winner in 20km walk,Outsider Athanasia Tsoumeleka snatched the women #39;s Olympic 20km race walk title after a thrilling finish to give hosts Greece their first athletics gold of the Games.
1,Jail deaths charges recommended,"Twenty-eight US soldiers face possible charges over the deaths of two prisoners in Afghanistan, the Army says."
4,Grand Theft Auto San Andreas leaked,"First it was Halo 2, now GTA. The new iteration of the popular Grand Theft Auto franchise was supposed to hit retails shelves by the end of October however pirated "
1,Nepal braced for rebel 'blockade',"Nepalese forces are on alert ahead a deadline set by rebels, who have threatened to blockade the capital."
1,China mine blast rescue stalled,Carbon monoxide prevents rescuers from reaching 141 men trapped after a deadly mine blast in central China.
2,Houllier is keen on comeback,Gerard Houllier is looking forward to a return to Premiership management despite the disappointment of his departure from Liverpool.
3,Mobile phone users double since 2000,A report out yesterday from the International Telecommunication Union says that mobile phone users have doubled since the year 2000.
1,"Fidayeen attack foiled, two militants, one BSF jawan killed","Srinagar, Nov 6 (UNI) Two militants and a Border Security Force jawan were killed and four personnel injured in a fidayeen attack on the BSF camp at Sopore ealy this morning."
3,Brookstone Posts a Narrower Loss (Reuters),"Reuters - Brookstone Inc. (BKST.O), a retailer\specializing in gadgets and personal electronics, on Wednesday\posted a narrower quarterly loss on strong Father's Day sales\and raised its profit forecast for the full year."
4,Microsoft boss the world #39;s most  #39;spammed #39; person,Email users inundated with unsolicited  quot;spam quot; messages have reason to hope Microsoft will develop better tools for tackling the problem: Bill Gates is suffering more than anyone.
2,Soccer: Megson lambasts  quot;pathetic quot; Baggies,LONDON: Fuming West Brom manager Gary Megson has branded his side #39;s defending as  quot;pathetic quot; after they slumped to a 3-0 defeat at fellow Premiership newcomers Crystal Palace.
2,YES!!! ,"ST. LOUIS -- They did it for the old folks in Presque Isle, Maine, and White River Junction, Vt. They did it for the baby boomers in North Conway, N.H., and Groton, Mass. They did it for the kids in Central Falls, R.I., and Putnam, Conn."
4,"No Major Engine Changes for SpaceShipOne, Builder Says (SPACE.com)","SPACE.com - The rocket\engine behind the privately built, piloted spacecraft SpaceShipOne will carry\more propellant and burn longer during a Wednesday space shot, but has not\undergone any serious modifications since its historic June flight, according\to its developer."
2,Sigalet public about illness,"At first glance, the question of whether the Bruins should sign 2001 draft pick Jordan Sigalet at the end of his senior season seems to be a no-brainer."
3,WHO Urges ASEAN to Curb Tobacco Trade,"The World Health Organization is urging Southeast Asian nations to strengthen curbs on tobacco trade. Shigeru Omi, the WHO regional director for the Western Pacific, told a conference of the Association of "
1,Call for Demonstrations Falls on Deaf Ears,"JEDDAH, 17 December 2004 - A call by London-based dissident, Saad Al-Faqih, to his followers to stage anti-government demonstrations across the Kingdom fell on deaf ears yesterday."
1,"Nigerian Rebels to Widen Conflict, Target Agip"," LAGOS (Reuters) - Nigerian rebels fighting government  troops in the southern Port Harcourt area are poised to launch  an uprising across the entire oil-producing delta region to  force political reforms or gain sovereignty, a rebel leader  said on Sunday."
4,Recording industry sues another 750 computer users,The Recording Industry Association of America filed the copyright infringement suits against 750 computer users across the country -- including 25 university students.
4,"As flat-panels oust older TVs, disposal fears arise (USATODAY.com)","USATODAY.com - Soaring sales of flat-panel televisions this holiday are expected to spark one of tech's toughest environmental challenges: disposing of millions of old, toxic TVs. Almost 4 million flat-panel TVs are expected to be sold worldwide this year, says researcher DisplaySearch."
